CROPS,SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K
brinjal,6.8,28.4,90,114,40.4,92.4
brinjal,6.1,25.8,90,113.4,66.7,91.8
brinjal,7.4,24.7,90,112.6,67.8,89.4
brinjal,7.3,29.3,90,135.5,77.8,102.1
brinjal,6.3,22.2,90,120.6,49.4,116.8
brinjal,6.4,22.5,90,137.5,78.2,92.8
brinjal,7.5,19,90,105,74.5,104
brinjal,7.4,23.4,90,115.2,56.2,108.8
brinjal,7.3,21.5,90,141.8,79.9,106.6
brinjal,7.4,28.5,90,122.3,61.2,104.1
brinjal,6.6,23.1,90,116.1,41.4,104.6
brinjal,6.6,22.5,90,102,50.4,109.7
brinjal,7.1,24.7,90,133.9,41.4,95.2
brinjal,6.5,21.7,90,143.3,68.4,117.4
brinjal,6.3,19.9,90,146.4,72.7,100.5
brinjal,7.4,19,90,122.3,73.6,83.7
brinjal,6.5,18,90,100.5,57.4,119.4
brinjal,7.2,24.6,90,139,53.8,98.1
capsicum,6.6,20.8,92.3,137.5,42.6,107.1
capsicum,5.7,25,91.3,149.1,54.1,81.7
capsicum,5.9,15.9,93.6,102.1,44.2,80.9
capsicum,6.5,20.1,93.8,106.7,68.5,80.3
capsicum,5.9,18.1,93.9,148.8,42.3,94.6
capsicum,6.1,26.9,94.6,122.7,65.8,84.5
capsicum,6.4,29,92,130.1,58.8,110.2
capsicum,5.8,29.5,91.9,107.3,43.4,116.4
capsicum,5.8,27.6,91.7,118.7,55.4,112.9
capsicum,6.3,24.7,94.8,118.9,46.7,112.2
capsicum,6.4,22.1,90.5,143.7,77.5,115
capsicum,6.9,18.6,94.1,102.9,76.3,115
capsicum,6.5,16.5,93.9,132.8,68.3,113.7
capsicum,6.2,19.7,93.2,129.2,72.2,100.8
capsicum,6.8,17.7,91.1,109.7,46.9,84.3
capsicum,5.9,27.3,93.1,102.2,56.1,101.3
capsicum,5.6,17.9,91.4,112.3,55.2,97.3
capsicum,6.2,15.5,92.8,108.3,62,85.1
capsicum,6.2,25.1,94.2,118.3,42.2,86
capsicum,5.9,21.7,92.3,102.7,75.3,100.5
capsicum,6.4,21.4,94.5,139.7,68.3,115.3
capsicum,6.7,25.6,93.2,121.4,61,84.8
capsicum,6.3,22.2,92.6,126.4,68.5,98.2
capsicum,7,28.7,94.2,121.9,66.8,108.8
capsicum,6.5,24,94.5,112.7,64,85.4
capsicum,5.7,17.9,94,120.3,74.1,117.7
capsicum,6.4,26.3,90.4,117.4,44.5,102.5
capsicum,7,28.5,94.6,106.4,67.8,88.1
capsicum,6.9,17.3,92.8,115,67.9,118.4
capsicum,6.7,25.7,90.4,145.8,45,84.4
capsicum,6,23,91.6,137,47.1,107.3
capsicum,5.7,28.6,94.3,105.1,75.3,113.6
capsicum,6.6,15.4,92.2,119.6,61,108.9
capsicum,6.4,15.2,94.1,142.5,56.1,82.8
capsicum,5.7,25.1,92.2,147.2,42,89.5
capsicum,7,19.9,94.7,138.4,53.5,96.3
capsicum,5.6,23.8,90.4,132.1,42.4,115.5
capsicum,6.2,18.9,93.3,103.3,71.1,116.8
capsicum,6.6,25.9,92.7,142,73.9,113.1
capsicum,6.6,21.1,94.1,117.5,77,85.6
capsicum,5.7,29.7,94.5,102.2,57.7,83.9
capsicum,6.6,23.5,93.1,143.2,64.9,98.9
capsicum,5.7,28.4,92.2,139.8,47.8,112.8
capsicum,6.5,19.9,94.9,116,56,83.5
capsicum,6,26.7,94.5,117,67.6,91.4
capsicum,6.8,17.9,90.9,121.9,49,90.5
capsicum,6.9,29.4,90.3,108,62.8,84.3
capsicum,6.3,29.8,92.2,146.8,67.4,106.7
capsicum,5.7,29.3,93,149.9,70.4,109.3
capsicum,7,27.1,91.6,119.3,76.9,93.9
capsicum,5.7,17,91.3,133.5,59.6,115.6
capsicum,5.5,24,91.6,111.4,43.4,109
capsicum,6.8,17.9,92.1,115.2,70.1,91.5
capsicum,5.9,21.9,91.1,133.6,58.6,83
capsicum,7,28.8,90.9,115.3,77.7,90.9
capsicum,5.7,24.1,93.8,131.3,58.6,104.9
capsicum,5.9,27.9,94.1,104.9,62.8,94.9
capsicum,6.2,24.7,93.3,112.1,43,90.7
capsicum,5.6,29.1,93.1,107,42.4,95.5
capsicum,6.7,16.3,92.6,137.9,46.4,87.5
capsicum,5.5,15.4,91,134.9,74.4,97.9
capsicum,5.8,18.8,90.7,143.9,48,92.6
capsicum,6.7,27.3,92.7,119.9,71.9,96.5
capsicum,6.4,20.3,91.2,126.7,52.7,91.8
capsicum,5.9,26.4,94.1,135.1,78.5,96.7
capsicum,6.3,28.4,93.3,120,69.5,84.3
capsicum,6.1,15.2,92.5,147.6,51.3,103.6
capsicum,6.1,16.4,92.7,105.8,50.3,108.2
capsicum,6.8,28.7,90.9,112.5,73.1,106.9
capsicum,5.6,15.4,91.3,100.2,69.2,80.2
capsicum,6.2,23.6,93.4,112.8,52.6,109.4
capsicum,6.9,19.9,92.8,132.9,44.5,97.9
capsicum,6.3,20.3,90.8,112.9,48.7,113.7
capsicum,6.7,24.3,90.5,119.1,79.3,82.8
capsicum,5.7,29.6,92.9,107.1,72.7,96.2
capsicum,6.7,15.6,93.7,129.7,71.1,87.5
capsicum,5.7,25.2,94.7,110.3,68.9,86.4
capsicum,5.8,20.9,94.9,118.9,64.6,103.9
capsicum,5.7,24.5,92.8,111.9,50,96.4
capsicum,6.4,17.2,94.9,122.4,68.2,116.6
capsicum,6.5,18.1,90.5,136.4,76.7,91.4
capsicum,6.1,26.1,94.1,106.2,53.5,85.1
capsicum,5.8,21.8,92.1,142,58.2,87.7
capsicum,5.7,16,92.9,108.2,47.7,97
capsicum,5.8,24,92.6,121.6,55.8,106.7
capsicum,6.4,21.1,92.6,102.3,58.7,89
capsicum,6.2,22.5,91,133.1,42.5,87.9
capsicum,6.7,15.1,94.3,140.7,74.7,100
capsicum,5.7,24.6,91.7,105,58.6,105.4
capsicum,6.4,29.9,91.4,143.5,67.9,93.6
capsicum,6.4,18,92.1,139.9,60,118.3
capsicum,6.6,20.2,90.4,124.5,60.9,91.7
capsicum,6,29.2,94.5,117.4,70.4,103.3
capsicum,5.9,25.7,91.6,133.7,78.2,116.5
capsicum,5.6,16,94.5,117.4,60.6,102.2
capsicum,6.4,21.6,95,145.3,62.8,115.2
capsicum,6.3,16.3,91.1,137.1,45.2,84.4
capsicum,6.5,24.6,90.4,101.1,57.8,116.6
capsicum,7,21.5,94,143.6,48.9,104.3
capsicum,6.1,19.1,92.4,138.8,62.6,119.9
capsicum,6.2,18.6,94.8,117.3,57.7,95.6
capsicum,6.5,20.1,90.6,140.7,67.5,93.1
capsicum,5.6,28.9,92.8,122.8,75.6,86.9
capsicum,6.8,18.3,92.1,117,73.4,113
capsicum,6.9,16.9,93.9,132.5,69.9,110.6
capsicum,6.9,21.3,90.5,116,47.3,106.4
capsicum,6,24.2,94.5,148.8,72.4,81.4
capsicum,6.3,24.2,92.5,117.9,45,93.2
capsicum,6.2,22.1,93.7,119.8,60.1,119.6
capsicum,6.9,15.2,94.1,103,43.3,118
capsicum,5.9,21.5,92.5,114.5,58.7,104.3
capsicum,6,16.4,94.6,121.4,46.1,113.1
capsicum,5.9,15.9,92.1,106.4,64.4,112.8
capsicum,6.4,19.9,92.4,129.4,72.3,87.1
capsicum,6.4,26.3,90.3,111.8,49.4,119.7
capsicum,5.5,17.2,93.2,133.3,58.1,86.3
capsicum,6.9,25.6,94.9,147.2,72,105.4
capsicum,6.1,26,94.7,121.4,55.5,117.7
capsicum,6.3,24.5,90.7,116.6,41.3,92.2
capsicum,6.2,21,91.8,135.9,74.3,100.6
capsicum,6.3,23,91.5,113.7,76.7,80.7
capsicum,5.7,25.3,90.4,108,42.7,82.1
capsicum,6.8,27.8,90,146.3,42.5,89.8
capsicum,6.7,28.9,92.9,118.7,41.8,106.9
capsicum,6.6,21.3,94.6,126.9,62.1,82.7
capsicum,5.6,20.6,92.5,112.1,51.5,85
capsicum,5.5,27.9,93,131,74.6,96
capsicum,6.1,27,92.3,116.7,43,107.2
capsicum,6.6,25.6,91.2,122.9,54.5,119.9
capsicum,6.7,25.3,90.6,143.9,58.5,99.1
capsicum,6.8,28.2,92,103.3,58.7,87
capsicum,5.9,26.5,93.6,112.9,74.1,94.4
capsicum,6.9,19,94.1,137.4,67.9,86.5
capsicum,6.6,16.2,90.7,112.9,59.9,81.9
capsicum,5.9,16.5,92.6,114.1,75.4,111
capsicum,6.7,22.1,91.3,137.7,42.5,83.3
capsicum,5.8,19.7,93.3,133.6,74.8,87.6
capsicum,6.3,21.8,91.3,105.1,55.2,80.4
capsicum,5.8,21.9,93.1,142.5,69.9,80.5
capsicum,6.9,25.8,91.5,135.1,73.3,88.2
capsicum,6.1,15,91.7,137,74.9,99.9
capsicum,6.4,22,91.7,137.6,78.7,116
capsicum,5.6,22.2,92,141.7,44.4,88.5
capsicum,6.4,19.6,90.7,102.4,74.9,104.6
capsicum,6.7,19.7,91.4,117.9,75.2,96.1
capsicum,5.7,15.9,90.5,111.3,74.2,92.4
capsicum,5.9,24.3,92,133.9,45,80.6
capsicum,5.5,26,94.1,111.4,42.5,104.6
capsicum,6.4,28.1,90.9,144.3,47.2,109.8
capsicum,5.7,27.6,92.7,124.1,54.7,104.7
capsicum,5.9,29.2,90.1,146.5,46.9,103.5
capsicum,6.9,16.6,92,103.7,72.2,91
capsicum,5.5,19.9,93.9,106.6,60.8,102.3
capsicum,6.8,26.5,90.9,106.6,77,84.7
capsicum,6.5,28.9,93.6,117.2,73,118.4
capsicum,6.7,28.3,91.7,131.3,69.1,81.4
capsicum,5.8,15,90,123.5,52.2,107.4
capsicum,5.6,17.1,90.5,127.8,45.4,111.1
capsicum,7,20.8,90.5,144.3,43.4,114.9
capsicum,5.6,18.3,90.1,104.2,67.1,110.9
capsicum,6.8,27.5,92.6,131.1,67.2,89.1
capsicum,6.4,28.8,93.8,111.2,43.1,107.1
capsicum,6.6,29.1,90.1,102.6,40.6,82.8
capsicum,6.8,28.7,94.9,118.7,54.9,93.6
capsicum,6.3,20.4,90.5,133.1,48.1,82.7
capsicum,5.8,24.1,90.4,119.6,76.3,81.5
capsicum,6.2,26.8,90.9,141.3,44.3,86.3
capsicum,6.3,20.9,92.5,121.8,50.8,107.7
capsicum,6.1,20.6,93.8,140.8,50.9,81.8
capsicum,5.6,23.7,94,148.4,47.9,94.2
capsicum,5.7,16.7,94.4,103.9,74.1,89.8
capsicum,6.3,23.8,90.6,149.3,79.8,103.8
capsicum,6,29.2,94.5,122.5,75.6,119.5
capsicum,6.6,18.2,92.8,127.6,62.1,116.1
capsicum,6.9,29.4,91.6,129.5,40.9,87.6
capsicum,5.6,21.8,92.4,105.5,61.2,117.4
capsicum,5.5,22.2,91.9,138.3,45.4,111
capsicum,5.5,19.9,93,141.8,44.1,114.7
capsicum,5.7,26.9,94.5,116.9,40.6,107
capsicum,5.9,28.9,91.5,142.9,61.5,92.6
capsicum,5.6,18.1,92.1,131.7,59.6,88.9
capsicum,6.2,24.3,93,124.7,71.2,110.1
capsicum,6.2,15.6,90.1,128.1,72.1,98
capsicum,5.7,29.5,93.4,137,78.8,112.3
capsicum,5.8,16.8,92,144.3,59,95.2
capsicum,6.4,21.9,91.4,121.5,77.5,108.1
capsicum,5.6,19.9,92.5,116.6,65.1,104.1
capsicum,5.7,25,93.9,120.2,51.2,90.6
capsicum,6.9,28.6,91.3,123.9,50,107.7
capsicum,5.8,20.8,94.7,114.6,58.2,88.5
capsicum,6.5,28.1,94,122.6,71.3,88.8
capsicum,6.1,16.3,93.1,145.5,64.2,85
capsicum,6.4,28.1,92.1,106.6,64,95.9
capsicum,6.2,15.1,90.8,131.9,77,97.5
capsicum,6.1,26.5,92.7,126.2,46.4,91
capsicum,6.4,18.2,91.9,121,69,96.4
capsicum,6.7,22.8,94.7,133.4,65.6,102
capsicum,6.7,16.3,92.6,131.8,48.8,81.1
capsicum,5.6,29.6,93.2,128.8,65.2,99.7
capsicum,5.9,23.4,91,102.7,68.9,117
capsicum,5.8,26.1,92.8,120.9,79.8,91.4
capsicum,6.2,21.4,91.6,125.3,67.4,102.1
capsicum,6.5,27.4,93.4,113.2,44.5,113
capsicum,5.6,20.4,94.6,128.7,49.5,112.6
capsicum,6.4,27.3,90.4,118.8,52.3,104.1
capsicum,5.8,26.7,91.3,107.6,78.8,107.1
capsicum,6,26.8,93.2,128.7,68,91.6
capsicum,6.7,26.4,90.8,131.6,54.8,82.3
capsicum,6.9,22.3,93.8,119.7,57.9,100.4
capsicum,6.1,19.3,93.2,126.7,47.2,104.8
capsicum,6.4,20.1,95,136.2,69.2,117.5
capsicum,5.7,29.3,91.4,117,74.2,83.7
capsicum,6.3,24.1,94.7,109.5,58.6,119.1
capsicum,6.4,24.4,92.8,125.9,71,92.1
capsicum,6.7,26.7,91.6,102.4,55.9,89.4
capsicum,5.7,16.6,93.6,145.7,64,106.1
capsicum,6.9,18.3,91.3,119.8,56.6,96.5
capsicum,6.7,26.3,90.8,103.6,75.8,94.4
capsicum,6.3,20.7,91,102.6,43.6,116.9
capsicum,7,17.1,90.4,149,63.1,110.9
capsicum,6,23.5,95,121,49.6,100.9
capsicum,5.9,28.2,90.3,111.5,76.6,113.6
capsicum,6.1,19.6,93.1,107.5,48.8,109
capsicum,5.9,28,90.2,149.6,71.2,113.9
capsicum,6.2,20.8,92.7,103.5,55.6,81.3
capsicum,6.9,20.3,94.6,122.9,50,97.4
capsicum,6.9,29.3,92.9,140.9,65.9,112.9
capsicum,5.7,24.6,91.5,104.6,45.2,81.1
capsicum,6.9,19.6,94.1,113.6,74,80.9
capsicum,6.5,27.2,90.7,111.1,65.2,91.6
capsicum,6.9,25.3,92.8,149,55.6,103.8
capsicum,5.8,18.3,92.3,108.4,42.9,100.9
capsicum,6.2,28,92.1,142.7,71.3,100.7
capsicum,6.9,24.8,92.3,140.1,50.3,105.5
capsicum,6.1,22.5,91.7,108.2,77.8,109.7
capsicum,5.9,27,92.1,116.2,71,102.7
capsicum,6.2,15.7,94,139.4,40.3,110.8
capsicum,5.9,27.6,91.9,121,40.4,86.3
capsicum,6.1,29.1,94.4,147.6,57.7,109.5
capsicum,6.1,17.7,93.9,123.9,60.6,103.5
capsicum,7,26.9,91.5,149.1,71.4,111.1
capsicum,6.4,25.4,94.7,149.6,46.2,85
capsicum,6.7,27.5,93.1,107.2,49.4,103.8
capsicum,6.6,20.6,91.5,127.9,58.7,86.3
capsicum,6.4,26.1,90.1,132.8,77.2,83.6
capsicum,6.5,19.2,93.4,139.1,53.3,116
capsicum,5.6,27.3,91.8,116.2,78.1,98.1
capsicum,6.6,24.9,90.1,103.5,65.7,98.9
capsicum,5.7,23.5,93.7,145.4,72.2,105.6
capsicum,5.7,28.5,93.8,133,60.9,117.2
capsicum,5.7,29.6,94.2,104.7,71.7,80.8
capsicum,6.1,19.8,94.5,137.2,61.9,89.3
capsicum,6.9,20.7,94.3,107.3,56.7,87
capsicum,6.9,24.8,93,142,75.8,85.8
capsicum,5.7,18.4,91.8,133.7,41.6,88.9
capsicum,6.6,21.7,93.8,118.1,40,100.1
capsicum,6,19.9,90.6,104.8,50.9,90.6
capsicum,6.7,18.4,93.1,122,47.8,86.4
capsicum,7,22,92.6,134.7,73.3,88
capsicum,7,23.3,92.5,143.9,58.3,84.8
capsicum,6.5,19.2,94.1,106.8,44.5,101.5
capsicum,6.4,23.7,93.7,125.6,56.2,84
capsicum,6.7,25.5,94.7,146,62.1,112.3
capsicum,5.9,23.4,93.6,110.2,48.9,97.1
capsicum,5.5,20.5,93.6,115.2,45.2,87.8
capsicum,5.6,28.9,90.7,112.1,69.7,117.4
capsicum,6.6,23.2,93.7,119.1,67.5,99.9
capsicum,5.8,16.6,92,115.7,78.9,96.5
capsicum,6.4,27.5,92.6,120,74.5,110.7
capsicum,7,25.9,94.1,109.4,71,98.7
capsicum,6.2,18.5,90.6,140.1,44.4,81.5
capsicum,7,20.9,92.4,120.8,75.8,81.9
capsicum,6.7,21.8,92.6,128.6,40.2,91.8
capsicum,6,24.2,90.1,123.4,75,106.9
capsicum,5.6,16.3,92.2,140.6,43,95.2
capsicum,5.9,19.4,91.2,122.3,55.7,94.7
capsicum,7,15.5,91.9,114.7,63.6,91.6
capsicum,5.8,23.4,91.7,108.9,60.8,111.7
capsicum,6.4,23.8,93.3,116,62.6,111.1
capsicum,6.1,18.3,92.2,116.5,66.9,94.6
capsicum,6.4,27.9,92.4,136.7,72.5,114.2
capsicum,6.1,27.1,94.3,134.4,41.8,88.7
capsicum,6.1,18.6,94.5,110.1,76.4,101.2
capsicum,6.7,24.6,94.4,148.8,48.2,111.5
capsicum,5.9,15.5,94.5,137.8,69.8,95.7
capsicum,5.5,20.6,91.6,132.6,44.4,82
capsicum,5.8,20.5,94.7,112.8,70,99.2
capsicum,6.4,27.7,90.1,123.4,55.9,96.5
capsicum,6,20.4,91.8,109.8,53.3,100.6
capsicum,6.2,26.2,92.1,122.2,49.2,116.3
capsicum,5.9,22,91.2,100.8,78.2,93.6
capsicum,6.3,27.4,94.2,105.8,80,111.6
capsicum,6.6,27.5,91.2,123.9,62.2,91.4
capsicum,6.9,20.5,93.1,120.6,66.7,92.9
capsicum,6.8,17.8,93.9,146,70.6,94.6
capsicum,7,26.4,93.5,115.3,72,109.2
capsicum,6,28,93.3,120.1,48.8,92.7
capsicum,6,16.2,91.5,149.6,63.4,98.3
capsicum,6.4,19.1,93.8,127.2,62.7,104.4
capsicum,6.8,15.1,93.1,121.7,74.6,102.8
capsicum,6.3,17.1,93,135.8,69.3,95.5
capsicum,5.8,16.5,92.7,102.4,43.1,96.2
capsicum,6.6,22.2,92.4,144.5,58.8,119.8
capsicum,5.7,27.1,91.1,147.7,41.8,85.6
capsicum,5.9,26.2,90.4,110,62.5,110.8
capsicum,6,25.1,91.5,115.6,52.8,95.3
capsicum,7,17.7,90.4,108.6,72,103.5
capsicum,6.7,16.7,90.9,149.3,61.8,99.6
capsicum,6.1,22.2,90.1,126.7,41,112.8
capsicum,6.5,28.4,90.9,138.6,41.3,89.1
capsicum,7,15.5,90.3,144.3,77.4,88.1
capsicum,6.8,24.7,94.7,138,41.8,115.7
capsicum,5.6,27.4,94.9,126.2,46.1,118.7
capsicum,5.6,18.3,94.9,140,71.8,96.3
capsicum,6.5,28.6,91.2,136.6,79.7,94.6
capsicum,6.2,25.5,90.4,144.5,56.5,97.8
capsicum,5.8,22.7,92.7,146.8,45.4,111
capsicum,6.4,20.4,92.4,136.6,40.4,90.6
capsicum,5.5,25.8,93.3,102.7,62.4,100.3
capsicum,5.8,26.1,91.7,124.2,60.7,114.1
capsicum,6.3,21.9,92.7,124.9,67.6,83.6
capsicum,6.8,19.1,92.7,112,56,113.8
capsicum,6.8,15.3,91.4,106.2,72.5,103.1
capsicum,5.6,25.6,93.2,112.1,66.9,83
capsicum,5.9,18.3,93.5,105.2,47.2,98.5
capsicum,5.8,15.8,94.7,103.4,58.5,104.4
capsicum,5.6,29.6,92.1,106.8,55.3,85.4
capsicum,6.9,29.3,91.2,124.9,46.8,92.9
capsicum,6.3,24.8,93.3,121,43.2,87.8
capsicum,6.9,17.2,91.1,103,47.7,84.9
capsicum,6.3,17.6,94.3,125.4,75.6,109.1
capsicum,6.6,23.5,92.1,121.1,76.9,88.8
capsicum,6,25.6,90.1,145,66.5,93.7
capsicum,5.8,24.2,90.2,142,64.9,110.3
capsicum,5.8,29.3,90.8,133.6,58.9,113.1
capsicum,5.8,29.3,92.1,114.6,75.1,80.9
capsicum,6.8,29.2,94.1,134.3,45.6,100.3
capsicum,6.6,29.7,93,140.9,52.1,98
capsicum,6.7,30,92.1,132.7,51.8,119.3
capsicum,6.9,24.5,94.1,142.4,73.6,87.9
capsicum,5.9,22.2,92.9,102.3,69.6,113.8
capsicum,7,25.8,90.6,148.2,63.3,107.2
capsicum,6.2,21,92.5,110.8,74.5,95.1
capsicum,6.1,22.9,91.9,146,68.6,106.9
capsicum,6.9,16.6,92.8,138.7,40.5,94.9
capsicum,6.8,23.1,92.2,146.6,77.2,89.4
capsicum,6,20.6,93.6,118.2,47.5,87.7
capsicum,6.8,16.8,91.2,123,43.3,89.9
capsicum,6.2,16,93.2,107.1,79.3,96.3
capsicum,5.8,29.8,90.8,103.1,51.9,93.1
capsicum,5.7,22.6,93.1,119.5,63.1,108.1
capsicum,6.6,29.3,91.6,113.9,78.5,83.1
capsicum,5.8,25.4,93.2,104,73.4,110.8
capsicum,6.3,17.7,92.8,104,60.3,109.5
capsicum,6.3,15.1,92.1,118,78,97
capsicum,6.6,25.4,92.5,106.5,75,86.4
capsicum,6.3,22.2,93,117.9,77.8,84
capsicum,5.9,16.2,91.4,146.7,48.4,83.1
capsicum,5.9,17,91.6,142.3,58.9,116.9
capsicum,6.2,18.8,93.6,125.1,72,118.1
capsicum,7,25.6,92.4,142.7,54.5,108.1
capsicum,7,19.1,93.2,135.4,49.9,80.9
capsicum,6.3,29.9,92.7,136.4,51.6,114.2
capsicum,6.3,15.6,91.3,143.8,77,91
capsicum,6,17.4,93.7,113,71.9,82.4
capsicum,5.7,28.9,93.2,107.2,72.7,107.7
capsicum,6.4,26.6,91.2,103.8,68.5,90.3
capsicum,6.4,17.5,90.3,132.6,46.5,88.3
capsicum,6.3,16.9,93.6,126.6,50.9,110.5
capsicum,6.8,25.2,92.6,132.5,56.6,85.4
capsicum,5.6,27.5,90.1,119.5,79.7,90.1
capsicum,6.2,28.1,95,102,69.3,107.3
capsicum,5.9,28,91,114.8,74.9,111.6
capsicum,6,16.6,94.9,109.9,70.8,85.3
capsicum,6.2,24.1,92.8,100,77.3,80.3
capsicum,6.1,26.5,90.6,126.8,70.3,101.2
capsicum,5.9,29.5,90.9,107.3,52.5,102.5
capsicum,5.9,21.2,90.8,135.1,75.6,94.2
capsicum,7,18.2,93.9,147.3,68.3,101.2
capsicum,5.9,28.8,93.8,106.3,65.5,89.4
capsicum,6.8,19.9,90.3,126.1,49.2,84.6
capsicum,6.5,23.1,90.5,122.4,57.3,93.5
capsicum,6.4,21.2,92.5,119.1,42.8,108
capsicum,6.4,24.8,94.2,104.3,48.4,101.1
capsicum,6.4,24.5,93,122.4,77.4,87.4
capsicum,6.7,21.3,94.5,126,42.8,89.4
capsicum,6.3,16.6,94,124.9,50.6,109.2
capsicum,6.9,15.2,91.4,119.5,62,82
capsicum,6.4,20.2,92.9,116.9,74.9,85.6
capsicum,6,15.8,90.2,139.1,75.2,109.9
capsicum,6.4,28.4,94.5,109.3,72.3,108.3
capsicum,6.6,29.8,94.9,118.3,54.9,108.7
capsicum,6.1,26,90.3,125.9,51.9,114.3
capsicum,6.6,16.7,94.4,145.3,62.4,102.1
capsicum,5.7,29.3,93.4,143.4,45.9,110.3
capsicum,6.2,25.2,91.7,147.1,50.8,119.1
capsicum,6,25.9,94.2,109.1,79.3,119.8
capsicum,6.6,22.8,90.9,110.8,68,103.2
capsicum,6.7,19.2,90.6,149.2,64.7,89.3
capsicum,6.1,25.8,90.2,135.7,67.6,99
capsicum,5.9,26.3,94.4,146,71.3,103.7
capsicum,6.8,18.8,91.5,106.2,66.1,104.6
capsicum,6.3,21.7,92.3,140.9,43.9,109.8
capsicum,6.5,17.4,93.1,144.1,59.8,115.4
capsicum,6.5,17.8,91.6,142.6,52,91
capsicum,6.5,19.8,93.8,111.3,65.6,82.2
capsicum,6.8,24.2,94.1,142.3,70.6,111
capsicum,6.8,19.1,92.6,104.6,73.1,104.2
capsicum,7,26.5,91.1,130.8,40.6,84.2
capsicum,6,21,92.1,124,50.7,82.5
capsicum,6.9,22.7,90.1,125.1,57.4,106.5
capsicum,5.7,17.3,93.5,111.4,55.1,120
capsicum,6.6,15.4,91.5,130.3,56.2,93.6
capsicum,6.6,25.6,91.3,139,42.2,88.7
capsicum,6.9,27.5,91.6,131.6,74,99.6
capsicum,5.6,24.4,94.2,138.8,71.9,115.2
capsicum,5.8,15.9,90.8,130.4,73,86.1
capsicum,6.3,25,91.1,137.3,51.3,102.3
capsicum,6.1,22.6,90.1,138.4,64.9,82.3
capsicum,6.2,27.6,91.9,149.1,51.5,113.3
capsicum,5.6,16.5,93.1,113.1,78.6,98.2
capsicum,5.8,27,91.7,117.2,55.5,113
capsicum,6.2,21,90.3,127.9,70.3,108.6
capsicum,6.9,22.3,92.8,121,74.3,99.2
capsicum,6.9,20.2,92.4,143.2,50.3,113.4
capsicum,6,24.1,91.9,114.3,63,109.7
capsicum,6,17.8,91.5,142.3,63.7,100.8
capsicum,6.3,24.8,91.9,133,71.2,81
capsicum,5.7,24.2,90.8,103.7,41.4,98.2
capsicum,6.1,20.9,94.8,111,58.9,88.6
capsicum,6.9,27.3,93.6,103,67.9,85.2
capsicum,6.3,17.4,94.5,140.9,47.3,91.5
capsicum,6.3,26.2,91.4,101.2,64.1,114
capsicum,6.9,17.9,90.8,122.6,51,86.1
capsicum,6.4,16,90.6,148.5,45.3,91.5
capsicum,6.6,25,91.2,139.2,49.3,111.1
capsicum,7,19,90.5,118.8,43.2,91.7
capsicum,6.5,28.1,93.1,135.4,79.7,90
capsicum,6.1,27.4,94.5,103.8,59.6,98.6
capsicum,6.1,21.6,92.1,149.7,40.1,90.1
capsicum,6.1,27.5,90.4,120.7,79.3,116.7
capsicum,6.7,17.6,91.9,142,50.3,104.4
capsicum,6.1,24.5,90.6,134.4,57.4,109.2
capsicum,7,19.4,94.6,148.3,58.9,108.3
capsicum,6.9,15.8,90.2,124.7,54.3,110.6
capsicum,6.5,22.5,92.5,103.9,65,88.5
capsicum,6.1,20.6,92.7,112.6,42.7,100.3
capsicum,6.9,18.1,91.4,136.9,79.9,94.5
capsicum,6.2,28.2,94.3,138,63.1,108.5
capsicum,5.6,20.7,90.2,117.6,79.7,95.7
capsicum,6.2,20,91.2,126.6,54.9,101.8
capsicum,6.3,19,93,111.4,54.4,106.3
capsicum,6.3,26.9,90.4,111.8,55.7,81.4
capsicum,6.7,28.9,90.8,129.9,50.9,85.5
capsicum,6.9,18.1,93.1,121.1,55.8,98.2
capsicum,6.9,21.1,94.7,146.3,57.2,86.3
capsicum,6.1,27,91.3,117.6,57.4,99.7
capsicum,5.9,24.4,91.7,111,45.6,111.8
capsicum,5.7,24.1,94.3,143.6,73.7,85.2
capsicum,6.1,20.2,91,123.9,73.2,97
capsicum,6.4,25,95,136.5,61.3,113.2
capsicum,5.9,23.1,90.5,138.4,75.6,111.4
capsicum,5.8,29.4,94.5,101.7,48.2,106.4
capsicum,6.4,15.5,91.5,107.2,60.5,119.8
capsicum,6,17.1,94.7,128.7,41.8,111
capsicum,6.5,16.4,92.5,113.8,41.5,100.8
capsicum,5.6,16.4,91.1,114.3,53.7,83.6
capsicum,6.2,19,94.6,120.7,56.1,97.7
capsicum,5.7,25.9,90,131.7,77.9,114.2
capsicum,5.7,28.1,93,121.5,43.7,93.9
capsicum,5.9,21.8,91.6,109.6,74.2,94.2
capsicum,6.2,18.4,91.8,113.5,59.3,96.8
capsicum,6.6,16.2,91.7,104.3,65.2,118
capsicum,5.9,27.5,92.5,125.6,41.3,88.8
capsicum,6.1,27.7,91.9,124.1,65.6,114.5
capsicum,6.1,15.3,91.3,125.8,74.3,109.3
capsicum,6.6,20.7,92.9,124.8,53.1,97.7
capsicum,6.7,26.3,91.7,132.6,52.4,104.9
capsicum,5.6,19,91.7,134.8,59.6,111.3
capsicum,5.5,26.4,94.9,117.1,47.5,95.6
capsicum,6.1,19,92.7,147.4,77.9,82.8
capsicum,5.5,15.6,91.5,121.8,48.7,83
capsicum,6.5,17.5,90.5,143.3,77.8,92.6
capsicum,6.4,29.3,94.6,106,55.1,96.5
capsicum,7,27.6,91.9,143.3,58.9,107.2
